# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001//HW_Wk6/sacCer3.sgd.gtf" "-o" "featCounts_Gierlinski_genes.txt" "-t" "exon" "-g" "gene_id" "-f" "--minOverlap" "3" "--primary" "--tmpDir" "/scratchLocal" "/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam
YIL082W	chrIX	205635	206507	+	873	0	0	0	0	0	0	0	0	0	0
YIL079C	chrIX	210923	212005	-	1083	156	112	152	157	134	142	272	168	245	284
YIL078W	chrIX	212499	214703	+	2205	6070	5355	6091	7223	3817	3800	5556	3972	6380	5728
YIL077C	chrIX	214991	215953	-	963	1258	865	853	1188	699	303	507	458	688	499
YIL076W	chrIX	216658	217548	+	891	2418	2014	1921	2647	1570	1122	1435	1340	2021	1440
YIL075C	chrIX	217863	220700	-	2838	7224	6321	6692	8351	4654	3992	4447	3882	6359	4291
YIL074C	chrIX	221081	222490	-	1410	2795	2572	2359	2968	2113	1483	1313	1148	2196	1231
YIL073C	chrIX	222937	225809	-	2873	341	290	241	329	229	100	220	173	257	204
YIL073C	chrIX	225900	225954	-	55	2	0	1	3	1	0	2	0	1	2
YIL072W	chrIX	226602	228419	+	1818	145	119	87	136	103	46	92	78	126	104
YIL071W-A	chrIX	228550	229026	+	477	53	34	27	45	19	18	15	24	29	23
YIL071C	chrIX	228660	229994	-	1335	142	101	111	166	88	77	133	131	156	113
YIL070C	chrIX	230272	231072	-	801	441	319	302	443	284	259	466	403	596	393
YIL069C	chrIX	231553	231957	-	405	2623	2254	2633	2756	2111	1651	3084	2100	3267	3062
YIL069C	chrIX	232367	232369	-	3	14	11	5	6	5	6	12	13	20	26
YIL068W-A	chrIX	233013	233396	+	384	20	11	5	10	9	2	7	9	12	9
YIL068C	chrIX	233057	235474	-	2418	588	448	498	644	346	202	425	333	488	393
YIL067C	chrIX	235724	237760	-	2037	763	737	672	816	504	493	520	476	699	527
YIL066W-A	chrIX	237366	237809	+	444	2	3	1	2	5	1	3	2	4	3
YIL066C	chrIX	238099	240708	-	2610	189	155	155	177	113	79	127	79	136	84
YIL065C	chrIX	241308	241775	-	468	877	757	675	898	630	377	432	479	729	410
YIL064W	chrIX	241943	242716	+	774	581	543	484	679	385	288	596	345	566	633
YIL063C	chrIX	242761	243744	-	984	1085	826	1031	1235	674	505	657	592	951	615
YIL062C	chrIX	243998	244462	-	465	2694	2068	1878	2626	1966	1299	1449	1432	2354	1430
YIL061C	chrIX	244657	245559	-	903	229	171	153	226	180	103	219	150	211	216
YIL060W	chrIX	246392	246826	+	435	7	7	6	5	7	3	1	7	9	4
YIL059C	chrIX	246550	246915	-	366	22	20	14	21	19	8	12	15	27	16
YIL058W	chrIX	246914	247198	+	285	60	45	39	62	33	30	43	28	41	47
YIL057C	chrIX	247902	248396	-	495	125	66	57	90	43	95	34	124	148	45
YIL056W	chrIX	249991	251913	+	1923	769	650	573	779	538	742	1747	1296	1861	1507
YIL055C	chrIX	252042	253925	-	1884	686	548	595	803	455	211	242	217	394	210
YIL054W	chrIX	254543	254860	+	318	7	9	10	12	10	2	2	3	12	5
YIL053W	chrIX	255115	255867	+	753	31098	32814	34826	33520	27023	11818	14964	11988	22007	15777
YIL052C	chrIX	256226	256554	-	329	6968	6024	6594	7741	5066	4229	6288	4691	7664	6522
YIL052C	chrIX	257027	257063	-	37	405	393	254	480	355	226	512	349	541	617
YIL051C	chrIX	257843	258280	-	438	4719	3985	3973	5117	3527	3025	4410	4141	6085	4288
YIL050W	chrIX	258913	259770	+	858	1160	821	680	1111	642	392	596	544	771	542
YIL049W	chrIX	260158	260919	+	762	355	211	173	327	211	128	356	259	389	326
YIL047C-A	chrIX	265099	265467	-	369	13	26	17	33	18	18	17	13	24	23
YIL047C	chrIX	265115	267823	-	2709	586	530	526	579	352	582	921	479	915	920
YIL046W-A	chrIX	268309	268473	+	165	16	28	26	27	19	5	2	5	6	6
YIL046W	chrIX	268651	270573	+	1923	1600	1436	1353	1542	1033	481	600	383	668	574
YIL045W	chrIX	271161	272777	+	1617	525	423	437	680	359	278	398	349	586	330
YIL044C	chrIX	272950	273846	-	897	774	531	519	679	460	337	539	464	653	564
YIL043C	chrIX	274072	274926	-	855	4707	4427	4426	4676	3472	2648	2937	2287	3992	2939
YIL042C	chrIX	275108	276292	-	1185	1494	1147	1033	1289	869	491	555	467	766	557
YIL041W	chrIX	276525	277505	+	981	3262	3138	3203	3714	2158	1716	1696	1521	2384	1719
YIL040W	chrIX	277723	278139	+	417	760	504	392	709	538	216	492	336	468	470
YIL039W	chrIX	278426	279847	+	1422	1672	1455	1369	1790	1080	768	1094	850	1405	992
YIL038C	chrIX	280142	282652	-	2511	989	728	825	1096	636	495	948	612	919	855
YIL037C	chrIX	283029	284999	-	1971	143	98	106	146	103	57	112	93	115	114
YIL036W	chrIX	285666	287429	+	1764	1770	1388	1332	1887	1029	787	1068	1016	1407	952
YIL035C	chrIX	287790	288908	-	1119	1278	903	919	1330	728	417	896	763	1043	882
YIL034C	chrIX	289226	290089	-	864	1855	1569	1278	1848	1364	900	1058	1082	1851	1048
YIL033C	chrIX	290419	291669	-	1251	3753	2915	2662	3477	2196	1799	2003	1910	2975	1725
YIL032C	chrIX	291961	292317	-	357	7	7	5	7	5	3	4	8	4	5
YIL031W	chrIX	292633	295737	+	3105	714	486	598	808	404	265	564	365	581	541
YIL030W-A	chrIX	295565	295903	+	339	31	9	20	39	9	1	18	17	15	11
YIL030C	chrIX	296050	300009	-	3960	1851	1509	1569	2035	1209	944	1529	1103	1756	1494
YIL029W-A	chrIX	299735	300106	+	372	0	0	0	1	0	2	0	0	0	0
YIL029C	chrIX	300829	301257	-	429	263	134	113	248	135	45	140	133	181	127
YIL028W	chrIX	302100	302498	+	399	167	123	127	129	90	76	86	72	105	95
YIL027C	chrIX	303679	304104	-	426	753	571	475	774	484	253	500	386	592	473
YIL026C	chrIX	304477	307929	-	3453	750	535	574	798	375	169	332	276	373	272
YIL025C	chrIX	308201	308575	-	375	11	6	3	6	3	0	0	4	3	5
YIL024C	chrIX	308602	309171	-	570	383	291	262	344	229	72	87	87	105	120
YIL023C	chrIX	309386	310426	-	1041	1385	1201	952	1257	931	788	745	750	1201	843
YIL022W	chrIX	311165	312460	+	1296	2292	1705	1713	2139	1402	1096	1686	1376	2036	1543
YIL021W	chrIX	312905	313861	+	957	605	564	432	677	387	251	543	372	542	577
YIL021C-A	chrIX	313199	313468	-	270	0	0	0	0	0	0	0	0	0	0
YIL020C-A	chrIX	313713	314051	-	339	105	72	68	119	58	24	87	63	79	76
YIL020C	chrIX	314035	314820	-	786	208	179	198	224	161	158	251	142	233	250
YIL019W	chrIX	315093	316133	+	1041	291	278	259	361	175	230	461	277	412	518
YIL018W	chrIX	316768	316771	+	4	4	1	1	2	2	0	5	1	2	0
YIL018W	chrIX	317172	317932	+	761	20135	17904	16400	18919	13565	13385	16980	12475	22242	18369
YIL017C	chrIX	318200	320965	-	2766	1752	1593	1568	2134	1198	875	1019	879	1411	927
YIL016W	chrIX	321454	321933	+	480	1262	985	1109	1486	855	433	639	523	719	664
YIL015W	chrIX	322342	324105	+	1764	430	301	241	387	192	271	596	382	470	512
YIL014C-A	chrIX	325212	325526	-	315	150	138	114	191	130	34	45	45	52	34
YIL014W	chrIX	326103	327995	+	1893	1284	963	917	1298	723	387	686	542	757	680
YIL013C	chrIX	328207	332442	-	4236	324	283	321	350	207	212	333	264	423	295
YIL012W	chrIX	333011	333352	+	342	51	38	33	42	32	6	16	8	16	17
YIL011W	chrIX	333727	334536	+	810	254	165	188	243	151	308	490	348	595	477
YIL010W	chrIX	334882	335529	+	648	614	443	494	648	387	220	306	363	504	288
YIL009C-A	chrIX	335666	335935	-	270	193	137	123	190	121	73	121	102	137	84
YIL009C-A	chrIX	335937	336212	-	276	133	105	73	107	74	48	61	75	108	74
YIL009W	chrIX	339344	341428	+	2085	558	371	410	537	289	293	730	494	566	680
YIL008W	chrIX	342536	342835	+	300	637	487	421	686	422	233	457	310	499	497
YIL007C	chrIX	342994	343656	-	663	627	487	443	542	401	253	286	306	472	310
YIL006W	chrIX	344062	345183	+	1122	478	310	259	378	222	116	173	137	227	174
YIL005W	chrIX	345692	347797	+	2106	1482	972	1059	1620	866	434	681	617	930	615
YIL004C	chrIX	347946	348363	-	418	330	269	249	336	217	142	233	201	290	211
YIL004C	chrIX	348495	348505	-	11	7	1	2	2	0	1	0	2	1	1
YIL003W	chrIX	349122	350003	+	882	390	342	362	413	279	182	268	221	291	285
YIL002W-A	chrIX	350301	350510	+	210	622	520	534	655	499	204	394	347	501	370
YIL002C	chrIX	350591	353431	-	2841	886	656	739	938	540	377	582	499	708	552
YIL001W	chrIX	353940	355481	+	1542	247	188	204	263	170	78	197	150	196	169
YIR001C	chrIX	356143	356895	-	753	524	357	387	486	290	188	311	263	428	313
YIR002C	chrIX	357415	360396	-	2982	718	586	689	894	479	335	520	423	627	507
YIR003W	chrIX	360885	362924	+	2040	1767	1387	1529	1927	1035	797	966	885	1317	884
YIR004W	chrIX	363221	364519	+	1299	1546	1167	1260	1768	929	575	1071	795	1117	990
YIR005W	chrIX	364889	365335	+	447	131	67	94	111	86	26	60	64	85	61
YIR006C	chrIX	365466	369908	-	4443	3783	3322	3655	4187	2542	2362	2233	1803	3080	2187
YIR007W	chrIX	370704	372998	+	2295	915	720	687	962	568	305	443	385	578	425
YIR008C	chrIX	373077	374306	-	1230	542	429	393	555	313	202	346	275	374	304
YIR009W	chrIX	374525	374860	+	336	177	148	147	202	164	91	172	136	204	175
YIR010W	chrIX	375431	377161	+	1731	663	443	457	683	368	234	383	329	435	436
YIR011C	chrIX	377287	378246	-	960	1184	944	853	1176	770	517	830	628	894	814
YIR012W	chrIX	378486	379781	+	1296	1030	837	813	970	689	677	1112	714	1035	1310
YIR013C	chrIX	380019	380384	-	366	13	9	5	7	7	6	11	5	6	1
YIR014W	chrIX	381086	381814	+	729	139	115	136	153	72	45	82	54	115	64
YIR015W	chrIX	381948	382382	+	435	262	211	234	273	119	93	115	82	152	106
YIR016W	chrIX	382628	383425	+	798	1787	1460	1334	1755	1095	933	681	850	1500	730
YIR017C	chrIX	383556	384119	-	564	7	3	3	7	4	2	3	0	3	0
YIR017W-A	chrIX	383566	384165	+	600	10	5	5	11	5	1	3	1	1	0
YIR018W	chrIX	384609	385346	+	738	280	271	274	304	197	100	162	81	174	141
YIR018C-A	chrIX	385564	385701	-	138	86	66	78	129	45	8	34	28	46	37
YIR020C	chrIX	394255	394557	-	303	88	81	72	72	62	39	47	30	60	41
YIR020W-A	chrIX	394917	395159	+	243	26	29	43	25	19	12	21	15	20	15
YIR020C-B	chrIX	397215	397949	-	735	1	0	0	1	0	0	1	0	1	0
YIR021W	chrIX	397294	398385	+	1092	275	224	190	277	228	115	175	158	214	194
YIR021W-A	chrIX	398514	398726	+	213	6	2	0	4	4	1	1	3	4	4
YIR022W	chrIX	398733	399236	+	504	1356	1240	1287	1566	1064	598	824	673	1132	791
YIR023W	chrIX	399777	402689	+	2913	587	450	397	550	363	245	481	296	452	468
YIR023C-A	chrIX	402383	402706	-	324	4	1	2	4	1	0	6	2	7	2
YIR024C	chrIX	402841	403491	-	651	319	252	297	360	232	133	213	205	306	192
YIR025W	chrIX	403659	404765	+	1107	459	483	402	587	388	217	235	227	312	275
YIR026C	chrIX	404873	405967	-	1095	829	687	675	917	514	498	849	558	771	896
YIR027C	chrIX	406260	407642	-	1383	172	136	109	138	114	27	27	26	60	29
YIR028W	chrIX	408468	410375	+	1908	264	184	191	296	171	45	64	72	99	83
YIR029W	chrIX	410807	411838	+	1032	404	331	310	440	262	153	173	145	235	138
YIR030C	chrIX	412036	412770	-	735	67	37	40	60	42	14	26	25	53	36
YIR030W-A	chrIX	412899	413282	+	384	6	5	3	3	3	0	6	2	3	1
YIR031C	chrIX	413015	414679	-	1665	324	200	187	273	147	131	199	144	207	203
YIR032C	chrIX	415030	415617	-	588	126	93	77	147	96	21	28	41	44	33
YIR033W	chrIX	416124	419465	+	3342	2187	1613	1643	2597	1234	1074	1650	1417	1727	1638
YIR034C	chrIX	419615	420736	-	1122	652	512	512	581	433	787	574	682	1198	523
YIR035C	chrIX	421026	421790	-	765	796	745	771	864	611	894	841	664	1518	901
YIR036C	chrIX	422074	422865	-	792	1351	1189	1262	1279	1008	672	498	472	895	488
YIR036W-A	chrIX	422635	423036	+	402	0	0	0	2	1	1	0	1	2	0
YIR037W	chrIX	423128	423619	+	492	2529	1838	1754	2367	1705	780	1144	1191	1736	1147
YIR038C	chrIX	423809	424513	-	705	1625	1362	1354	1675	1153	662	612	737	1036	586
YIR039C	chrIX	430498	432111	-	1614	847	665	560	781	480	179	175	243	310	168
YIR040C	chrIX	433389	433721	-	333	12	10	6	8	4	4	1	1	0	3
YIR041W	chrIX	433929	434303	+	375	23	6	16	21	19	4	4	6	11	5
YIR042C	chrIX	435273	435983	-	711	491	332	282	465	267	78	88	111	154	131
YFL068W	chrVI	53	535	+	483	0	0	0	0	0	0	0	0	0	0
YFL067W	chrVI	836	1363	+	528	36	30	23	34	15	12	4	4	13	9
YFL066C	chrVI	1437	2615	-	1179	7	9	7	8	2	2	2	1	4	0
YFL065C	chrVI	3030	3338	-	309	2	2	2	1	0	0	0	0	0	0
YFL064C	chrVI	3322	3846	-	525	2	1	0	2	0	2	0	1	0	0
YFL063W	chrVI	5066	5521	+	456	2	0	0	1	0	0	0	0	0	0
YFL062W	chrVI	6426	7565	+	1140	3	3	2	11	4	0	3	4	2	0
YFL061W	chrVI	9545	10222	+	678	12	7	9	10	0	5	3	7	8	7
YFL060C	chrVI	10301	10969	-	669	22	13	18	21	15	4	11	6	9	6
YFL059W	chrVI	11363	12259	+	897	120	99	67	107	66	27	25	18	36	33
YFL058W	chrVI	12929	13951	+	1023	13	13	11	17	10	0	2	3	1	0
YFL057C	chrVI	14305	14763	-	459	172	155	153	193	150	57	110	69	122	117
YFL056C	chrVI	14793	15431	-	639	205	162	155	179	116	64	112	91	129	121
YFL055W	chrVI	17004	18680	+	1677	336	308	235	333	190	112	120	121	142	93
YFL054C	chrVI	20847	22787	-	1941	2508	1747	1473	2281	1138	464	335	529	661	316
YFL053W	chrVI	23423	25198	+	1776	104	93	98	120	55	103	96	111	135	93
YFL052W	chrVI	28232	29629	+	1398	229	187	133	220	93	143	172	146	235	157
YFL051C	chrVI	30058	30540	-	483	149	94	77	141	67	74	93	85	123	74
YFL050C	chrVI	33272	35848	-	2577	585	476	407	613	316	229	335	271	413	345
YFL049W	chrVI	36803	38674	+	1872	1131	839	757	1231	605	302	533	466	636	558
YFL048C	chrVI	38843	40180	-	1338	1661	1329	1306	1741	984	666	923	818	1247	881
YFL047W	chrVI	40421	42565	+	2145	667	429	422	613	336	225	445	368	458	398
YFL046W	chrVI	42815	43438	+	624	605	489	456	602	389	190	338	278	424	330
YFL045C	chrVI	43628	44392	-	765	3723	3061	3353	3840	2584	1936	3530	2686	4210	3487
YFL044C	chrVI	44655	45560	-	906	514	490	418	448	357	336	313	319	547	288
YFL042C	chrVI	45720	47744	-	2025	1915	1622	1503	2021	1186	880	884	779	1270	798
YFL041W-A	chrVI	48734	48925	+	192	150	96	99	156	101	34	62	68	87	56
YFL041W	chrVI	49139	51007	+	1869	1528	1350	1460	1752	992	589	783	616	938	825
YFL040W	chrVI	51350	52972	+	1623	256	171	143	235	145	61	104	91	112	75
YFL039C	chrVI	53260	54377	-	1118	25489	24592	24047	27033	17916	13565	13976	12642	22048	14442
YFL039C	chrVI	54687	54696	-	10	64	27	40	60	24	17	47	47	59	44
YFL038C	chrVI	55366	55986	-	621	8092	7152	6916	8067	6103	3984	4168	3519	5857	4641
YFL037W	chrVI	56336	57709	+	1374	5533	4910	4876	5417	3627	3134	3643	2861	4582	3580
YFL036W	chrVI	58782	62837	+	4056	1828	1301	1420	1852	1033	881	1295	1148	1556	1289
YFL034C-B	chrVI	63016	63859	-	844	499	385	376	490	346	197	360	263	377	356
YFL034C-B	chrVI	63974	63993	-	20	7	7	4	8	3	1	3	5	7	3
YFL034C-A	chrVI	64243	64599	-	357	435	354	359	394	331	228	617	406	637	570
YFL034C-A	chrVI	64921	64932	-	12	14	8	11	20	13	4	19	7	16	18
YFL034W	chrVI	65477	68698	+	3222	1106	982	1084	1354	732	454	683	524	777	652
YFL033C	chrVI	69115	74427	-	5313	1289	892	946	1272	675	617	903	686	961	869
YFL032W	chrVI	74872	75192	+	321	10	8	14	14	12	11	21	12	19	18
YFL031W	chrVI	75179	75839	+	661	2117	2882	2325	2522	1728	1506	1576	1294	2529	1722
YFL031W	chrVI	76092	76147	+	56	161	73	119	167	103	33	123	100	135	139
YFL031C-A	chrVI	76014	76115	-	102	177	112	165	203	125	39	138	132	157	142
YFL030W	chrVI	76831	77988	+	1158	520	439	391	534	345	188	158	181	342	156
YFL029C	chrVI	78055	79161	-	1107	945	775	770	1059	702	443	512	450	717	541
YFL028C	chrVI	79344	80213	-	870	824	733	700	878	572	395	456	440	637	512
YFL027C	chrVI	80419	81912	-	1494	476	376	332	505	325	175	307	234	342	313
YFL026W	chrVI	82580	83875	+	1296	1835	1638	1370	1859	1208	1213	2686	1760	2056	2760
YFL025C	chrVI	84145	87234	-	3090	486	343	360	502	286	205	392	305	405	358
YFL024C	chrVI	87847	90345	-	2499	1152	895	698	1099	701	381	678	614	820	643
YFL023W	chrVI	90986	93376	+	2391	203	153	210	232	140	137	448	223	287	566
YFL022C	chrVI	93499	95010	-	1512	2592	2495	2507	2834	2053	1775	2495	1871	2924	2536
YFL021C-A	chrVI	95761	96615	-	855	89	76	52	110	64	18	19	17	19	16
YFL021W	chrVI	95966	97498	+	1533	527	436	366	601	353	353	238	301	403	233
YFL020C	chrVI	99231	99599	-	369	69	44	43	46	33	11	7	11	17	12
YFL019C	chrVI	100252	100605	-	354	35	30	17	43	20	10	10	8	12	10
YFL018C	chrVI	101628	103127	-	1500	4630	3698	3841	4724	3078	2535	2588	2452	3961	2448
YFL017W-A	chrVI	103699	103932	+	234	359	264	267	377	235	111	172	161	255	188
YFL017C	chrVI	103983	104462	-	480	498	443	442	602	370	249	308	303	395	336
YFL016C	chrVI	104701	106236	-	1536	1707	1391	1313	1773	1070	1099	1189	883	1611	1273
YFL015W-A	chrVI	106415	106732	+	318	0	1	0	0	0	0	0	0	0	0
YFL015C	chrVI	106469	106963	-	495	28	14	11	34	11	3	2	4	7	0
YFL014W	chrVI	107256	107585	+	330	38	31	21	37	16	81	52	89	132	20
YFL013W-A	chrVI	107799	108602	+	804	21	10	6	25	10	4	6	8	13	4
YFL013C	chrVI	107852	109930	-	2079	546	424	466	614	308	252	312	253	418	334
YFL012W-A	chrVI	109810	110184	+	375	1	0	0	1	0	1	0	0	1	0
YFL012W	chrVI	110647	111093	+	447	23	13	11	14	2	3	10	8	9	6
YFL011W	chrVI	112345	113985	+	1641	41	23	24	28	29	19	11	17	31	19
YFL010W-A	chrVI	114990	115274	+	285	246	200	231	350	196	116	140	124	191	130
YFL010C	chrVI	115108	115743	-	636	1981	2137	1870	2157	1571	1326	996	926	1644	1205
YFL009W	chrVI	116145	118484	+	2340	999	773	777	1102	617	374	643	488	670	611
YFL008W	chrVI	119429	123106	+	3678	942	824	993	1354	564	273	424	335	513	468
YFL007W	chrVI	123479	129910	+	6432	1789	1560	1609	1982	1189	1035	1428	1181	1631	1407
YFL005W	chrVI	130334	130981	+	648	2975	2279	2302	2917	1991	1315	1768	1556	2445	1860
YFL004W	chrVI	131810	134296	+	2487	1281	1132	1365	1600	812	995	1423	1213	1736	1371
YFL003C	chrVI	134521	137157	-	2637	123	66	77	101	55	26	80	69	73	72
YFL002W-A	chrVI	138204	139496	+	1293	0	0	0	0	0	0	0	0	0	0
YFL002W-A	chrVI	139498	143517	+	4020	0	0	0	0	0	0	0	0	0	0
YFL002W-B	chrVI	138204	139520	+	1317	0	0	0	0	0	0	0	0	0	0
YFL002C	chrVI	145114	146934	-	1821	728	536	638	884	360	213	615	381	481	572
YFL001W	chrVI	147131	148459	+	1329	347	260	257	328	239	129	297	189	307	313
YFR001W	chrVI	149110	149724	+	615	837	576	684	1052	453	206	633	446	514	681
YFR002W	chrVI	150016	152535	+	2520	972	777	773	1089	615	463	811	527	810	695
YFR003C	chrVI	152657	153124	-	468	1186	814	863	1191	703	399	499	621	759	466
YFR004W	chrVI	153393	154313	+	921	3704	3151	3105	4013	2394	1791	2135	1983	2949	2158
YFR005C	chrVI	154527	155873	-	1347	499	309	355	454	244	158	409	286	385	348
YFR006W	chrVI	156145	157752	+	1608	1700	1242	1345	1816	975	672	883	812	1164	883
YFR007W	chrVI	159299	160360	+	1062	273	224	232	309	217	148	234	207	294	209
YFR008W	chrVI	160535	161200	+	666	245	179	186	270	156	108	159	141	180	136
YFR009W	chrVI	162488	164746	+	2259	2107	1837	1929	2393	1344	1160	1689	1366	1885	1691
YFR009W-A	chrVI	163875	164132	+	258	0	0	0	0	0	0	0	0	0	0
YFR010W	chrVI	165067	166566	+	1500	2284	1836	2063	2573	1497	898	1362	1361	1862	1250
YFR010W-A	chrVI	166728	166916	+	189	11	6	8	12	6	2	1	2	6	3
YFR011C	chrVI	166746	167258	-	513	371	280	282	393	237	136	220	185	273	217
YFR012W	chrVI	167888	168496	+	609	27	23	22	39	29	4	15	6	13	7
YFR012W-A	chrVI	169224	169310	+	87	18	9	9	17	9	2	4	2	2	3
YFR013W	chrVI	169922	172285	+	2364	1305	1008	1169	1541	774	470	854	609	942	849
YFR014C	chrVI	172537	173877	-	1341	2257	1664	1675	2127	1302	1018	1364	1226	1918	1104
YFR015C	chrVI	174265	176391	-	2127	1803	1572	1431	1885	1106	7759	7180	8583	12513	5575
YFR016C	chrVI	177042	180743	-	3702	1921	1514	1976	2207	1190	696	1127	949	1297	1070
YFR017C	chrVI	182274	182861	-	588	1826	1843	1423	2118	1412	1378	1015	1242	1923	889
YFR018C	chrVI	183131	184222	-	1092	1797	1589	1427	1788	1345	988	864	746	1325	952
YFR019W	chrVI	184502	191338	+	6837	796	694	715	904	511	394	502	436	590	461
YFR020W	chrVI	192737	193435	+	699	720	524	560	696	416	281	352	335	533	353
YFR021W	chrVI	194812	196314	+	1503	649	627	573	691	506	395	488	391	649	413
YFR022W	chrVI	196833	199034	+	2202	539	443	395	575	336	229	350	265	431	336
YFR023W	chrVI	199874	201709	+	1836	24	14	10	22	10	6	10	6	11	11
YFR024C-A	chrVI	201960	203292	-	1333	3188	2913	3194	3283	2094	1397	1481	1325	2147	1414
YFR024C-A	chrVI	203387	203433	-	47	18	5	12	23	6	9	7	8	13	7
YFR025C	chrVI	203743	204750	-	1008	1096	903	916	1093	786	453	525	442	698	533
YFR026C	chrVI	205748	206257	-	510	169	86	83	141	81	36	48	31	80	47
YFR027W	chrVI	207452	208297	+	846	320	270	292	349	268	100	104	101	166	121
YFR028C	chrVI	208413	210068	-	1656	974	773	723	1095	586	447	690	474	692	681
YFR029W	chrVI	210937	212973	+	2037	543	560	548	574	497	300	308	238	434	347
YFR030W	chrVI	213312	216419	+	3108	1472	1108	1220	1557	947	423	361	341	520	408
YFR031C	chrVI	216594	220106	-	3513	1011	813	902	1202	632	276	589	440	686	568
YFR031C-A	chrVI	220507	221267	-	761	10702	9583	9318	10137	7597	7392	9154	6881	12093	10568
YFR031C-A	chrVI	221415	221418	-	4	1	0	2	0	3	1	4	3	2	1
YFR032C	chrVI	222090	222959	-	870	67	41	36	73	41	11	102	45	20	119
YFR032C-A	chrVI	223258	223437	-	180	9024	7542	6623	10413	7320	4359	8080	6221	9721	8379
YFR032C-B	chrVI	223710	223973	-	264	42	19	18	32	28	8	30	12	22	23
YFR033C	chrVI	224326	224769	-	444	2042	1920	2379	2388	1574	1115	789	956	1541	793
YFR034C	chrVI	225020	225958	-	939	632	596	637	667	570	455	345	227	427	366
YFR034W-A	chrVI	226022	226309	+	288	8	3	5	3	2	1	1	3	1	2
YFR035C	chrVI	226121	226465	-	345	196	219	250	280	248	87	104	78	142	118
YFR036W	chrVI	226963	227337	+	375	162	157	126	163	175	81	121	87	133	142
YFR036W-A	chrVI	227451	228101	+	651	26	7	17	42	7	2	13	19	15	15
YFR037C	chrVI	227513	229186	-	1674	1560	1279	1267	1528	1009	854	1248	906	1351	1237
YFR038W	chrVI	229380	231941	+	2562	712	550	524	825	401	243	491	297	442	452
YFR039C	chrVI	232012	233544	-	1533	776	618	660	821	463	300	428	346	527	376
YFR040W	chrVI	234242	237250	+	3009	2556	1954	1856	2701	1314	1028	1717	1360	1914	1503
YFR041C	chrVI	237368	238255	-	888	1015	770	879	1168	688	295	505	459	627	490
YFR042W	chrVI	238458	239060	+	603	531	421	346	498	379	145	262	231	328	204
YFR043C	chrVI	239114	239827	-	714	318	185	178	236	154	67	153	151	200	121
YFR044C	chrVI	239992	241437	-	1446	3221	3093	3052	3490	2289	1930	2141	1887	3158	2302
YFR045W	chrVI	241998	242009	+	12	5	2	6	4	4	1	8	1	4	7
YFR045W	chrVI	242082	242999	+	918	567	439	371	578	357	253	324	279	484	293
YFR046C	chrVI	243074	244159	-	1086	475	376	403	458	304	156	238	199	330	234
YFR047C	chrVI	244279	245166	-	888	1815	1740	1880	1910	1345	869	768	765	1316	814
YFR048W	chrVI	246146	248134	+	1989	554	354	453	589	295	248	386	259	389	382
YFR049W	chrVI	248523	248894	+	372	860	696	670	889	583	414	413	461	687	346
YFR050C	chrVI	249066	249866	-	801	3049	2425	2260	2951	2033	1469	1799	1703	2644	1780
YFR051C	chrVI	250163	251803	-	1641	3273	2651	2516	3160	2079	1833	2184	1852	2873	2377
YFR052W	chrVI	252505	253329	+	825	2260	1765	1620	2311	1296	760	1204	1176	1647	1101
YFR052C-A	chrVI	253429	253734	-	306	334	119	132	266	96	223	216	599	598	242
YFR053C	chrVI	253592	255049	-	1458	5755	3581	2876	4731	2429	9855	5092	11541	14563	4431
